Condition_numeric,type,condition_category,Strain,corrected_individual_rate,corrected_individual_OD,order,Species,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,phylum_color,class_color,order_color,family_color
3,osmolality,lowest osmolality,Bifidobacterium dentium ATCC 27678,0.230697976,1.053,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium dentium ATCC 27678,0.210049909,1.066,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium dentium ATCC 27678,0.116284646,0.602,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium dentium ATCC 27678,0.114370932,0.586,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium dentium ATCC 27678,0.085156087,0.472,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium dentium ATCC 27678,0,0,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium dentium ATCC 27678,0,0,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium dentium ATCC 27678,0,0,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium dentium ATCC 27678,0,0,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium dentium ATCC 27678,0,0,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium dentium ATCC 27678,0,0,4,Bifidobacterium dentium,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
5,pH,pH 4,Bifidobacterium longum NCC2705 ,0,0,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
5,pH,pH 4,Bifidobacterium longum NCC2705 ,0,0,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
5,pH,pH 4,Bifidobacterium longum NCC2705 ,0,0,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 5.5,Bifidobacterium longum NCC2705 ,0.182409112,0.578,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 5.5,Bifidobacterium longum NCC2705 ,0.185372153,0.62,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 5.5,Bifidobacterium longum NCC2705 ,0.171755729,0.585,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,pH,pH 6.9,Bifidobacterium longum NCC2705 ,0.331411818,1.016,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,pH,pH 6.9,Bifidobacterium longum NCC2705 ,0.439606427,1.076,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,pH,pH 6.9,Bifidobacterium longum NCC2705 ,0.29798055,1.249,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
8,pH,pH 7.4,Bifidobacterium longum NCC2705 ,0.410233339,1.2,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
8,pH,pH 7.4,Bifidobacterium longum NCC2705 ,0.612953414,1.162,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
8,pH,pH 7.4,Bifidobacterium longum NCC2705 ,0.569160628,1.15,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium longum NCC2705 ,0.815693146,0.902,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium longum NCC2705 ,0.809742041,0.967,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium longum NCC2705 ,0.80548759,0.921,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium longum NCC2705 ,0.010225181,0.001,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium longum NCC2705 ,0.007540199,0.002,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium longum NCC2705 ,0.010685537,0.152,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium longum NCC2705 ,0.172194597,1.165,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium longum NCC2705 ,0.207039434,1.146,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium longum NCC2705 ,0.189042863,1.208,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium longum NCC2705 ,0.068181289,0.935,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium longum NCC2705 ,0.014179425,0.001,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium longum NCC2705 ,0.037667621,0.076,5,Bifidobacterium longum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
5,pH,pH 4,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
5,pH,pH 4,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
5,pH,pH 4,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 5.5,Bifidobacterium longum subsp. Infantis ATCC 15697,0.094705207,0.696,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 5.5,Bifidobacterium longum subsp. Infantis ATCC 15697,0.082740213,0.685,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 5.5,Bifidobacterium longum subsp. Infantis ATCC 15697,0.091354064,0.677,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,pH,pH 6.9,Bifidobacterium longum subsp. Infantis ATCC 15697,0.107690252,0.733,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,pH,pH 6.9,Bifidobacterium longum subsp. Infantis ATCC 15697,0.116134087,0.789,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,pH,pH 6.9,Bifidobacterium longum subsp. Infantis ATCC 15697,0.124240765,0.74,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
8,pH,pH 7.4,Bifidobacterium longum subsp. Infantis ATCC 15697,0.221235439,1.056,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
8,pH,pH 7.4,Bifidobacterium longum subsp. Infantis ATCC 15697,0.245590245,1.017,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
8,pH,pH 7.4,Bifidobacterium longum subsp. Infantis ATCC 15697,0.233751718,0.919,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium longum subsp. Infantis ATCC 15697,0.025416648,0.634,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium longum subsp. Infantis ATCC 15697,0.027445779,0.629,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,lowest osmolality,Bifidobacterium longum subsp. Infantis ATCC 15697,0.055763793,0.858,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
4,osmolality,~890 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
1,osmolality,~1170 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1800 mOsm/kg,Bifidobacterium longum subsp. Infantis ATCC 15697,0,0,6,Bifidobacterium Infantis,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
9,pH,pH 4,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
9,pH,pH 4,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
9,pH,pH 4,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
10,pH,pH 5.5,Bifidobacterium pseudolongum NM87,0.162331633,0.537,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
10,pH,pH 5.5,Bifidobacterium pseudolongum NM87,0.150206769,0.526,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
10,pH,pH 5.5,Bifidobacterium pseudolongum NM87,0.186897303,0.533,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
11,pH,pH 6.9,Bifidobacterium pseudolongum NM87,0.318619245,0.624,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
11,pH,pH 6.9,Bifidobacterium pseudolongum NM87,0.218866419,0.581,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
11,pH,pH 6.9,Bifidobacterium pseudolongum NM87,0.234675613,0.584,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
12,pH,pH 7.4,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
12,pH,pH 7.4,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
12,pH,pH 7.4,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,osmolality,lowest osmolality,Bifidobacterium pseudolongum NM87,0.277379765,0.663,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,osmolality,lowest osmolality,Bifidobacterium pseudolongum NM87,0.301011936,0.67,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,osmolality,lowest osmolality,Bifidobacterium pseudolongum NM87,0.269904837,0.668,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,osmolality,~890 mOsm/kg,Bifidobacterium pseudolongum NM87,0.009718252,0.202,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,osmolality,~890 mOsm/kg,Bifidobacterium pseudolongum NM87,0.002497269,0.023,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
7,osmolality,~890 mOsm/kg,Bifidobacterium pseudolongum NM87,0.043223223,0.299,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1170 mOsm/kg,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1170 mOsm/kg,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
2,osmolality,~1170 mOsm/kg,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,~1800 mOsm/kg,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,~1800 mOsm/kg,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
3,osmolality,~1800 mOsm/kg,Bifidobacterium pseudolongum NM87,0,0,7,Bifidobacterium pseudolongum,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#e69f00,#e9a91a,#edba48,#f3d183
6,pH,pH 4,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
6,pH,pH 4,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
6,pH,pH 4,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
7,pH,pH 5.5,Olsenella uli ATCC 49627,0.012376766,0.344,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
7,pH,pH 5.5,Olsenella uli ATCC 49627,0.010703916,0.11,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
7,pH,pH 5.5,Olsenella uli ATCC 49627,0.011478234,0.111,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
5,pH,pH 6.9,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
5,pH,pH 6.9,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
5,pH,pH 6.9,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
8,pH,pH 7.4,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
8,pH,pH 7.4,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
8,pH,pH 7.4,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
3,osmolality,lowest osmolality,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
3,osmolality,lowest osmolality,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
3,osmolality,lowest osmolality,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
4,osmolality,~890 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
4,osmolality,~890 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
4,osmolality,~890 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
1,osmolality,~1170 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
1,osmolality,~1170 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
1,osmolality,~1170 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
2,osmolality,~1800 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
2,osmolality,~1800 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
2,osmolality,~1800 mOsm/kg,Olsenella uli ATCC 49627,0,0,8,Olsenella uli,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,#e69f00,#f3cf80,#f8e2b3,#f9e7c0
5,pH,pH 4,Collinsella aerofaciens ATCC 25986,0,0,9,Collinsella aerofaciens,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,#e69f00,#f3cf80,#f8e2b3,#faeccc
