Condition_numeric,type,condition_category,Strain,category_magnitude,delta_pH,corrected_individual_rate,corrected_individual_OD,corrected_lag_time,condition,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides caccae CL03T12C61 HM-728,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides caccae CL03T12C61 HM-728,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides caccae CL03T12C61 HM-728,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides caccae CL03T12C61 HM-728,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides caccae CL03T12C61 HM-728,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides caccae CL03T12C61 HM-728,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides caccae CL03T12C61 HM-728,3,0.489080987,0.034220565,0.57,6.24,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides caccae CL03T12C61 HM-728,3,0.472391534,0.035152984,0.57,6.018333333,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides caccae CL03T12C61 HM-728,3,0,0.04893093,0.627,3.801666667,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides caccae CL03T12C61 HM-728,2,0.829423373,0.082082119,0.838,2.250277778,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides caccae CL03T12C61 HM-728,2,0.787145573,0.085309688,0.816,2.471944444,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides caccae CL03T12C61 HM-728,2,0,0.09894841,0.903,0.033888889,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides caccae CL03T12C61 HM-728,1,0.312368998,0.079657752,0.779,0.033888889,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides caccae CL03T12C61 HM-728,1,0.340805368,0.083682181,0.793,1.806944444,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides caccae CL03T12C61 HM-728,1,0,0.105683868,0.959,1.585277778,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides cellulosilyticus CRE21 DSM 14838,1,1.052538568,0.094531773,1.043,1.052538568,472,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides cellulosilyticus CRE21 DSM 14838,1,0,0.099051107,1.045,0,472,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides cellulosilyticus CRE21 DSM 14838,1,1.120930489,0.099945687,1.048,1.120930489,472,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,2,0.841518142,0.04687414,0.65,0.841518142,862,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,2,0.912577398,0.048702706,0.637,0.912577398,862,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,2,0,0.051186904,0.647,0,862,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,3,0,0,0,0,1247,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,3,0,0,0,0,1247,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,3,0,0,0,0,1247,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,4,0,0,0,0,1824,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,4,0,0,0,0,1824,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides cellulosilyticus CRE21 DSM 14838,4,0,0,0,0,1824,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides cellulosilyticus CRE21 DSM 14838,4,0,0,0,0,4.1,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides cellulosilyticus CRE21 DSM 14838,4,0,0,0,0,4.1,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides cellulosilyticus CRE21 DSM 14838,4,0,0,0,0,4.1,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides cellulosilyticus CRE21 DSM 14838,3,0.641150702,0.038293612,0.679,0.641150702,5.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides cellulosilyticus CRE21 DSM 14838,3,0,0.038459506,0.649,0,5.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides cellulosilyticus CRE21 DSM 14838,3,0.451561578,0.039017728,0.672,0.451561578,5.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides cellulosilyticus CRE21 DSM 14838,2,0.993342396,0.073341352,0.757,0.993342396,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides cellulosilyticus CRE21 DSM 14838,2,0.867682685,0.08056526,0.786,0.867682685,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides cellulosilyticus CRE21 DSM 14838,2,0,0.082437302,0.804,0,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides cellulosilyticus CRE21 DSM 14838,1,0.628468122,0.052325914,0.82,0.628468122,7.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides cellulosilyticus CRE21 DSM 14838,1,0,0.05360752,0.818,0,7.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides cellulosilyticus CRE21 DSM 14838,1,0.580195409,0.054263633,0.801,0.580195409,7.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides eggerthii ATCC 27754,1,0.705201293,0.061786517,0.794,1.363611111,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides eggerthii ATCC 27754,1,0.808789212,0.086545906,0.789,1.363611111,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides eggerthii ATCC 27754,1,0,0.099326884,0.887,1.141944444,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides eggerthii ATCC 27754,2,0,0,0,0,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides eggerthii ATCC 27754,2,0,0,0,0,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides eggerthii ATCC 27754,2,0,0,0,0,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides eggerthii ATCC 27754,3,0,0,0,0,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides eggerthii ATCC 27754,3,0,0,0,0,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides eggerthii ATCC 27754,3,0,0,0,0,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides eggerthii ATCC 27754,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides eggerthii ATCC 27754,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides eggerthii ATCC 27754,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides eggerthii ATCC 27754,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides eggerthii ATCC 27754,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides eggerthii ATCC 27754,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides eggerthii ATCC 27754,3,0.368645796,0.004795481,0.086,4.023333333,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides eggerthii ATCC 27754,3,0.195034328,0.005799144,0.116,3.801666667,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides eggerthii ATCC 27754,3,-0.015666116,0.013618361,0.001,0,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides eggerthii ATCC 27754,2,0.822745342,0.068214201,0.732,1.585277778,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides eggerthii ATCC 27754,2,0.999198497,0.077796223,0.719,0.033888889,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides eggerthii ATCC 27754,2,0,0.099855317,0.889,1.141944444,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides eggerthii ATCC 27754,1,0.410984608,0.020658955,0.425,1.363611111,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides eggerthii ATCC 27754,1,0.417834793,0.023259712,0.422,1.363611111,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides eggerthii ATCC 27754,1,0,0.097326645,0.747,1.141944444,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,osmolality,condition 1: lowest osmolality,Bacteroides fragilis 3_1_12 BEI HM-20,1,0.817189316,0.038037595,0.598,0.817189316,363,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,osmolality,condition 1: lowest osmolality,Bacteroides fragilis 3_1_12 BEI HM-20,1,0.694024715,0.038626209,0.63,0.694024715,363,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,osmolality,condition 1: lowest osmolality,Bacteroides fragilis 3_1_12 BEI HM-20,1,0,0.049176443,0.664,0,363,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,2,0.676744147,0.021900088,0.633,0.676744147,901,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,2,0.740685287,0.024420826,0.572,0.740685287,901,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,2,0,0.025001634,0.712,0,901,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,3,0.245495834,0.005938972,0.372,0.245495834,1166,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,3,0.249434051,0.022651909,0.357,0.249434051,1166,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,3,0,0.024233938,0.421,0,1166,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,4,0,0,0,0,1852,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,4,0,0,0,0,1852,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis 3_1_12 BEI HM-20,4,0,0,0,0,1852,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
9,pH,pH 4,Bacteroides fragilis 3_1_12 BEI HM-20,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
9,pH,pH 4,Bacteroides fragilis 3_1_12 BEI HM-20,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
9,pH,pH 4,Bacteroides fragilis 3_1_12 BEI HM-20,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
10,pH,pH 5.5,Bacteroides fragilis 3_1_12 BEI HM-20,3,0.759522918,0.015259081,0.331,0.759522918,5.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
10,pH,pH 5.5,Bacteroides fragilis 3_1_12 BEI HM-20,3,0,0.017658331,0.408,0,5.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
10,pH,pH 5.5,Bacteroides fragilis 3_1_12 BEI HM-20,3,0.534748518,0.018673876,0.406,0.534748518,5.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
11,pH,pH 6.9,Bacteroides fragilis 3_1_12 BEI HM-20,2,0.365521811,0.079284258,0.749,0.365521811,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
11,pH,pH 6.9,Bacteroides fragilis 3_1_12 BEI HM-20,2,0,0.102607771,0.757,0,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
11,pH,pH 6.9,Bacteroides fragilis 3_1_12 BEI HM-20,2,0.814364192,0.10848462,0.699,0.814364192,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
12,pH,pH 7.4,Bacteroides fragilis 3_1_12 BEI HM-20,1,0.602799058,0.04905043,0.555,0.602799058,7.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
12,pH,pH 7.4,Bacteroides fragilis 3_1_12 BEI HM-20,1,0.541885203,0.049661935,0.566,0.541885203,7.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
12,pH,pH 7.4,Bacteroides fragilis 3_1_12 BEI HM-20,1,0.56668454,0.056684567,0.598,0.56668454,7.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides fragilis ATCC 25285,1,1.108781461,0.092713695,0.985,0.920555556,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides fragilis ATCC 25285,1,1.208172709,0.106239952,1.027,0.920555556,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides fragilis ATCC 25285,1,0,0.138809659,1.102,0.698888889,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis ATCC 25285,2,0.856157179,0.072132365,0.865,1.585277778,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis ATCC 25285,2,0.885734237,0.080168727,0.875,1.585277778,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis ATCC 25285,2,0,0.100852309,0.99,0.033888889,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis ATCC 25285,3,0.76557826,0.016704181,0.405,2.693611111,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis ATCC 25285,3,0.770393487,0.01698989,0.401,2.915277778,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis ATCC 25285,3,0,0.040643016,0.646,2.028611111,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis ATCC 25285,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis ATCC 25285,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis ATCC 25285,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides fragilis ATCC 25285,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides fragilis ATCC 25285,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides fragilis ATCC 25285,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides fragilis ATCC 25285,3,0.200360835,0.014477769,0.304,2.028611111,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides fragilis ATCC 25285,3,0.194850219,0.014946632,0.321,1.806944444,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides fragilis ATCC 25285,3,0,0.026191249,0.444,1.363611111,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides fragilis ATCC 25285,2,1.129164213,0.103185881,1.006,1.141944444,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides fragilis ATCC 25285,2,0.993470985,0.113173028,1.039,1.141944444,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides fragilis ATCC 25285,2,0,0.134691123,1.102,0.920555556,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides fragilis ATCC 25285,1,0.567974931,0.111023473,1.005,1.141944444,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides fragilis ATCC 25285,1,0.650869716,0.128138762,1.053,1.141944444,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Bacteroides fragilis ATCC 25285,1,0,0.166622459,1.145,0.698888889,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides fragilis CL07T12C05 HM-710,1,1.068793486,0.048967761,0.949,2.471944444,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides fragilis CL07T12C05 HM-710,1,1.023642253,0.054654541,0.924,2.471944444,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Bacteroides fragilis CL07T12C05 HM-710,1,0,0.060829158,1.044,0.033888889,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,2,0.857421374,0.017024101,0.585,4.91,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,2,0.842548428,0.018331906,0.505,5.131666667,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,2,0,0.02704661,0.723,3.801666667,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,3,0.103564108,0.002395701,0.053,24.86111111,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,3,0.119486924,0.002617542,0.055,23.53083333,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,3,-0.093148961,0.057724685,0.001,0,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Bacteroides fragilis CL07T12C05 HM-710,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides fragilis CL07T12C05 HM-710,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides fragilis CL07T12C05 HM-710,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Bacteroides fragilis CL07T12C05 HM-710,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides fragilis CL07T12C05 HM-710,3,0.161239978,0.004458667,0.04,7.348055556,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides fragilis CL07T12C05 HM-710,3,0.032940426,0.005886203,0.066,6.904722222,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Bacteroides fragilis CL07T12C05 HM-710,3,0.298519584,0.019345478,0.002,0,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides fragilis CL07T12C05 HM-710,2,1.017371742,0.045981462,0.934,3.136666667,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Bacteroides fragilis CL07T12C05 HM-710,2,1.118515617,0.050372814,0.933,2.915277778,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
